# X-coordinate(cm) Y-coordinate(cm) Count
35.8287 19.1289 5331
12.5335 4.1646 5279
14.2632 5.83386 3498
6.46926 12.6667 2747
38.5122 11.8333 5246
11.6654 10.3333 2996
41.1103 8.66667 6250
51.7854 2.20078 6773
51.5026 3.33333 5283
69.1118 6.16667 7498
3.00515 12.6667 4248
31.5818 15.8371 5009
6.4696 15.6661 3747
24.6558 5.83333 8496
73.1532 7.16667 5998
73.1532 8.16667 7748
79.5041 14.1667 6001
96.2472 9.83333 3996
19.1473 2.03673 7542
16.861 15.6677 4748
4.15986 14.3333 3497
96.5359 5.33333 4999
5.02588 10.8333 3249
80.9556 15.3193 5518
29.2746 14.1667 6755
79.2154 14.3333 6499
14.167 0.284136 7357
12.5344 15.8363 5530
51.7913 12.1667 6996
44.863 7.16667 8497
4.44853 6.83333 4250
25.2331 15.8333 7246
35.3368 5.66667 4998
71.4212 5.16667 8486
9.64468 11.8333 4248
26.0985 4.33324 7485
35.3368 11.6667 4500
85.2776 6.83333 3997
26.7037 1.67131 9253
21.7676 17.7895 3369
15.1295 5.33347 4018
53.2346 4.66667 6484
4.73721 12.6667 4749
59.0081 6.33333 8498
40.2442 14.8333 8249
54.1007 11.8333 7749
20.3257 8.66667 5500
43.7083 10.8333 7498
22.8231 19.229 9200
12.8744 19.1537 4866
10.8282 19.0701 5187
8.742 19.0779 5772
3.79907 19.2154 2354
86.8333 0.288675 6280
6.18058 9.83333 4496
45.7167 2.68811 6570
91.3397 3.66667 2261
82.1043 3.67079 3746
35.9141 15.3333 7747
74.0192 9.66667 5498
81.5248 10.3333 5499
3.58376 5.66511 4036
67.9571 3.16667 6724
3.58251 13.3333 3748
3.29383 6.83333 2759
63.053 4.67259 5000
22.3464 13.1667 5747
22.3464 12.1667 5749
22.9237 9.16667 6997
63.3383 9.83333 6250
62.7609 15.8333 5470
3.87118 7.16667 3996
30.7185 14.6657 7756
73.1532 5.16667 6746
89.6077 7.66667 2747
71.9985 10.8333 4748
82.3908 10.8333 5499
52.6667 18.8453 5861
16.8616 13.3333 4998
18.6007 4.68886 6469
26.3838 4.16635 7790
39.3782 4.66667 8258
22.3464 14.1667 6245
33.0274 6.33333 5250
13.3975 14.3333 5996
26.9652 13.8333 8247
11.0881 10.6667 4247
22.6351 10.3333 6500
25.5218 8.66667 5999
36.7801 10.1667 8247
46.0177 9.83333 5497
8.77866 11.3333 3750
19.4596 7.16677 3999
30.718 5.66673 5498
4.73721 16.3333 3991
34.1821 3.66667 7002
65.359 9.66667 8250
4.44853 6.16667 4753
12.8201 11.3333 5748
19.7483 12.6667 5246
13.6861 7.16667 5249
2.71648 17.1667 2479
8.7792 4.6676 3260
9.35601 15.3333 4248
43.4197 3.33333 7017
11.088 3.33338 4965
14.5522 13.3333 6747
15.4182 13.8333 4747
33.8934 3.83333 7258
60.1628 15.6667 6747
23.7898 4.66667 6016
20.3257 15.3333 5765
50.3479 6.33333 8996
22.0577 13.3333 6247
11.3767 15.1667 3750
13.1088 15.1667 3999
6.18058 14.1667 4500
6.18058 13.8333 4750
7.04664 15.3333 4749
7.91263 13.8333 4750
9.06733 13.8333 3996
8.48998 11.8333 1997
11.0881 11.3333 6247
25.5218 6.66667 4746
8.48998 7.83333 5498
10.5107 11.6667 5750
17.4389 10.3333 3997
18.3049 9.83333 5499
20.037 9.83333 7249
55.544 10.3333 6249
77.1947 10.8333 6750
8.7789 5.33375 4248
33.61 17.6674 5232
13.6861 6.8334 4997
47.7427 17.928 7180
11.0888 16.6654 3661
21.769 4.83618 5349
63.6269 14.6667 5499
26.6765 5.66667 5247
59.8742 9.83333 8497
67.9571 9.16667 6747
8.20171 5.33404 3747
37.6462 7.33333 9999
16.8719 4.68179 5317
9.06733 11.1667 3749
18.1661 0.28855 3920
33.3299 17.8379 4209
24.6558 12.1667 6250
7.04661 10.3333 2997
88.453 7.33333 5000
10.7993 4.16673 4241
42.8423 16.3333 8050
30.7204 15.3292 5481
11.0881 12.6667 2746
25.2331 7.83333 7748
59.2968 7.16667 8496
12.5314 10.8333 5250
30.4293 9.83333 5998
42.5536 10.8333 6997
50.3479 10.3333 6496
56.8112 0.293889 5764
51.8338 0.341043 7966
46.8561 0.29403 6231
2.75589 18.1003 3367
2.71648 16.8333 2079
5.02045 3.17607 4020
14.8437 16.8284 5529
62.2029 4.20024 5669
63.3383 14.8333 6750
8.20131 15.3333 3748
78.638 13.6667 6996
94.5152 10.8333 3999
13.8445 0.848328 4583
19.171 7.33335 5999
10.222 15.1667 4996
10.222 16.1667 3959
59.8742 15.8333 7248
14.84 4.83476 6180
20.3129 4.68693 4496
22.0619 4.67639 4423
28.4123 4.67308 7217
51.5026 13.6667 9748
91.3397 4.66667 4500
54.9667 9.66667 7500
78.3494 9.16667 6747
96.171 19.7036 2920
93.1735 19.7266 3245
91.1472 19.6936 5298
89.1797 19.6967 4155
87.1649 19.7124 2796
85.1667 19.7113 2099
82.1723 19.7037 6151
79.1285 19.6857 5850
77.1651 19.6976 4285
74.1667 19.7113 4277
72.187 19.7021 4458
69.1447 19.7004 5065
67.1622 19.7521 4602
64.158 19.773 3353
62.1644 19.7095 7245
59.1824 19.7032 5721
57.1517 19.719 5108
54.8333 19.1342 8368
54.1667 19.7113 5753
52.1667 19.7113 3601
49.2085 19.6831 5028
47.1667 19.7113 5865
44.1773 19.6986 8692
42.2167 19.6841 4808
39.1452 19.6818 4734
37.1915 19.682 8285
34.119 19.6833 5535
32.1608 19.7055 5240
29.1667 19.7113 4070
27.1281 19.6829 5942
24.1667 19.7113 4411
22.1619 19.752 5860
19.1845 19.7351 4797
17.1576 19.7059 3991
14.1614 19.7144 5258
12.1862 19.7205 4204
10.1563 19.7015 3015
8.121 19.6833 3790
5.13559 19.6997 3266
3.15917 19.7506 3082
86.1667 0.288675 6490
99.7188 18.8204 2435
99.134 16.1667 3082
99.7113 16.8333 2171
99.7113 13.8333 2081
99.7113 11.8333 2414
99.7113 9.83333 2748
99.134 6.16667 5330
99.7113 6.83333 3331
99.7113 5.83333 3997
99.1354 3.16913 2915
99.7113 3.83333 2170
99.7188 1.84623 1580
31.0074 4.16801 6253
22.6714 17.3569 4339
97.6906 4.66667 1997
20.903 5.33483 4994
56.6987 9.66667 6500
16.3333 2.85467 5827
15.9955 12.1667 5247
2.71648 9.83333 4657
12.5314 5.83345 5498
30.718 11.6667 3747
24.6558 5.16667 4750
58.1421 5.83333 7747
36.2028 15.1667 6498
37.3575 12.8333 5747
6.46926 6.66667 5248
51.5026 8.66667 9250
17.1595 2.00869 5475
14.1599 1.39752 5078
20.258 17.5934 7152
5.02591 15.8333 2753
17.1478 17.1716 5437
24.9445 2.66356 8756
3.87118 13.8333 2497
3.58251 8.66667 2250
3.58251 8.33333 2000
23.7898 3.66667 8570
55.2554 5.16667 7246
15.9955 15.8333 5743
31.2955 14.3331 5998
4.44853 8.16667 3249
5.02588 3.83333 4212
64.2043 15.3333 5252
41.1103 7.66667 5249
33.316 7.16667 5248
11.9541 13.1667 2750
5.31456 13.3333 3999
5.89191 12.3333 2498
25.2331 5.83333 7250
39.3782 14.3333 6249
30.1409 14.6662 5720
54.1007 12.8333 8496
5.31456 5.66667 2996
4.73721 6.66667 3498
5.89191 5.33333 3997
7.04661 7.66667 6749
9.64468 9.83333 4000
34.1821 9.66667 5498
45.1517 10.3333 8500
48.9045 9.16667 4747
98.2679 9.66667 2746
78.3588 17.8343 6136
4.73721 9.33333 4499
3.87118 15.8333 2246
2.17213 4.16667 2282
85.2797 13.1694 4247
24.667 16.8388 5178
74.0192 13.6667 6747
3.00515 3.66667 3551
58.4308 5.66667 9748
35.9141 13.6667 6499
59.2968 9.16667 7746
60.1628 9.66667 7750
56.1446 0.293889 7929
51.1671 0.341043 10368
46.1894 0.29403 6788
14.8337 0.284136 5777
0.288675 15.8333 4411
0.288675 13.8333 1804
11.9541 11.1667 5999
18.3285 1.72987 5647
30.7105 2.67746 5558
2.71648 15.8333 2337
37.3575 6.83333 6247
56.6987 4.33333 7497
9.35601 15.6667 3001
24.6558 13.1667 5996
12.2426 5.33352 4744
4.44853 7.83333 2249
4.44853 12.8333 5000
19.171 15.3333 3999
20.037 14.8333 6748
41.1103 5.66667 8500
34.1821 4.66667 6748
32.45 5.66667 6250
6.46926 13.6667 4998
24.3671 5.33333 5750
26.3878 12.1667 6748
5.31456 7.33333 2746
7.91263 9.83333 3500
9.06733 9.16667 4749
16.8616 9.66667 5250
21.1917 10.1667 5500
22.9237 10.8333 5996
28.9859 9.66667 6749
23.6411 18.8489 5260
13.6704 18.848 4961
13.8388 0.282096 5191
15.8333 2.00693 6049
1.91995 5.29436 3118
13.3975 7.33334 5250
2.71648 7.83333 2585
30.1447 3.67368 8305
3.87118 4.16667 4027
4.73721 5.33333 3000
5.60323 4.16667 4119
4.73721 4.66667 4252
35.3368 4.66667 4246
5.60323 5.16667 5248
5.60323 6.16667 4249
84.9889 10.3333 4246
16.3333 1.1547 4538
0.866025 14.8333 2224
0.866025 12.8333 2760
14.2489 2.27518 4248
27.2539 17.3333 5071
2.71648 10.1667 4774
3.58251 16.6667 2254
16.283 16.6691 5896
3.58251 9.66667 2748
3.29852 2.22411 3681
2.44223 2.35629 3349
2.72403 5.15731 3979
2.72371 3.83333 3876
3.58251 14.6667 2498
2.71648 13.8333 3087
8.5039 3.19078 4413
45.4404 5.83333 7248
17.4389 14.3333 6496
32.4454 16.3414 6251
3.58251 13.6667 3497
11.3766 4.83351 3997
13.9744 5.33407 4013
15.707 5.33372 5264
22.0577 5.33333 4763
45.4404 15.8333 8250
3.87118 8.83333 2247
9.06733 15.8333 5515
4.15714 3.33804 4280
14.5522 14.6667 6506
20.903 14.3333 5500
20.903 12.3333 7248
40.2442 5.16667 7750
